episode,timestep,reward
41,800,19.4634
81,1600,20.0
106,2400,31.68
135,3200,27.5862
152,4000,43.0588
172,4800,41.4
197,5600,33.48
215,6400,43.6667
226,7200,73.3636
238,8000,67.75
246,8800,92.0
253,9600,121.5714
260,10400,116.1429
268,11200,93.5
273,12000,134.0
278,12800,194.2
283,13600,139.6
286,14400,245.0
289,15200,300.6667
292,16000,283.0
294,16800,335.5
298,17600,217.5
301,18400,225.6667
304,19200,304.6667
309,20000,154.4
313,20800,192.5
317,21600,197.5
321,22400,203.5
323,23200,342.5
326,24000,286.0
328,24800,356.5
332,25600,241.75
335,26400,306.0
337,27200,334.0
339,28000,400.0
341,28800,400.0
343,29600,330.5
346,30400,341.0
348,31200,400.0
350,32000,349.0
352,32800,400.0
354,33600,400.0
356,34400,369.0
358,35200,373.5
360,36000,400.0
362,36800,400.0
364,37600,400.0
366,38400,400.0
369,39200,312.6667
372,40000,293.6667
374,40800,400.0
376,41600,400.0
378,42400,345.0
380,43200,400.0
382,44000,400.0
384,44800,400.0
386,45600,400.0
388,46400,367.5
391,47200,304.6667
394,48000,294.6667
396,48800,361.5
398,49600,400.0
401,50400,281.0
403,51200,274.5
406,52000,349.3333
409,52800,276.6667
411,53600,338.0
414,54400,305.6667
416,55200,372.0
418,56000,372.0
420,56800,400.0
422,57600,400.0
424,58400,366.5
427,59200,264.0
429,60000,400.0
432,60800,298.6667
434,61600,400.0
436,62400,400.0
438,63200,328.0
440,64000,374.0
443,64800,364.6667
445,65600,353.0
449,66400,219.5
452,67200,179.3333
456,68000,235.5
461,68800,190.6
463,69600,338.5
466,70400,261.0
470,71200,204.0
474,72000,195.25
477,72800,258.0
480,73600,298.0
482,74400,338.5
484,75200,386.5
486,76000,400.0
488,76800,387.5
491,77600,325.0
493,78400,349.0
495,79200,400.0
497,80000,400.0
499,80800,400.0
502,81600,319.0
504,82400,400.0
506,83200,351.5
508,84000,400.0
510,84800,400.0
512,85600,322.5
514,86400,400.0
516,87200,400.0
519,88000,364.3333
521,88800,335.5
523,89600,400.0
525,90400,363.5
527,91200,400.0
530,92000,336.0
532,92800,358.0
534,93600,400.0
536,94400,400.0
538,95200,400.0
540,96000,400.0
542,96800,311.5
544,97600,400.0
546,98400,400.0
548,99200,400.0
551,100000,334.3333
