episode,timestep,reward
8,800,-194.7017
19,1600,-155.2699
28,2400,-133.9712
36,3200,-184.8575
45,4000,-102.3826
53,4800,-232.4705
62,5600,-155.5293
70,6400,-132.5517
78,7200,-127.9379
87,8000,-157.527
96,8800,-83.9934
106,9600,-96.5482
114,10400,-119.3262
124,11200,-105.8761
134,12000,-147.4942
143,12800,-90.0067
152,13600,-101.5814
162,14400,-77.7852
171,15200,-66.6566
180,16000,-97.7244
189,16800,-87.2946
199,17600,-85.0707
208,18400,-80.2369
217,19200,-78.2183
226,20000,-58.4195
234,20800,-73.2857
242,21600,-82.1985
249,22400,-76.4109
256,23200,-135.9605
263,24000,-90.0946
272,24800,-57.9462
280,25600,-59.534
287,26400,-59.3037
296,27200,-72.4294
303,28000,-45.3652
310,28800,-42.1059
314,29600,-37.977
321,30400,-63.1225
325,31200,-80.7732
330,32000,-88.5572
333,32800,13.7423
338,33600,-12.8064
346,34400,-14.1698
352,35200,2.8977
358,36000,-62.6862
362,36800,-26.7763
366,37600,-25.7839
368,38400,-153.5114
371,39200,42.3124
373,40000,-153.9171
376,40800,-97.2229
379,41600,51.274
382,42400,-11.8587
385,43200,54.7406
387,44000,68.4929
389,44800,80.1643
391,45600,87.7883
393,46400,121.7227
396,47200,5.3782
398,48000,65.0172
400,48800,139.3459
404,49600,-31.0659
406,50400,152.1904
408,51200,115.8172
411,52000,-12.4335
413,52800,48.0356
415,53600,119.657
418,54400,56.5817
420,55200,0.7996
424,56000,-14.2395
429,56800,-7.3205
433,57600,-49.6839
436,58400,-3.6492
439,59200,-49.1864
442,60000,-47.0315
445,60800,-123.8703
447,61600,-34.7874
450,62400,-37.9136
454,63200,8.9456
458,64000,38.2159
462,64800,36.5352
465,65600,15.643
467,66400,63.7744
469,67200,145.0062
471,68000,20.5445
474,68800,-22.1911
476,69600,60.0225
478,70400,134.4697
481,71200,99.1378
483,72000,134.6586
486,72800,88.457
488,73600,19.7251
490,74400,102.0612
495,75200,-49.2054
497,76000,136.6662
501,76800,-5.2807
503,77600,71.1887
507,78400,63.1285
509,79200,-284.7341
513,80000,-8.2304
517,80800,28.7746
521,81600,-147.9801
523,82400,130.0984
526,83200,-49.8773
531,84000,18.6218
535,84800,29.1855
539,85600,-90.1037
544,86400,28.4599
547,87200,-79.3333
551,88000,-17.2272
555,88800,74.9294
558,89600,40.4874
560,90400,155.198
562,91200,61.1054
566,92000,58.7555
570,92800,18.0495
572,93600,52.2688
575,94400,34.0607
581,95200,-82.7005
586,96000,-64.3134
590,96800,-55.7527
594,97600,24.5619
598,98400,-34.0322
601,99200,119.5459
605,100000,-176.4357
608,100800,-18.1535
612,101600,-3.9841
616,102400,33.3848
620,103200,-9.3544
625,104000,-24.3181
628,104800,-117.1415
631,105600,51.607
634,106400,104.8225
637,107200,-72.6059
640,108000,74.0733
644,108800,-51.4363
646,109600,43.5812
652,110400,-16.0029
656,111200,4.4549
659,112000,40.0571
664,112800,5.8481
666,113600,132.1041
669,114400,14.6913
672,115200,-9.0725
676,116000,83.5282
680,116800,30.1751
683,117600,50.2221
685,118400,136.4167
689,119200,61.3572
692,120000,29.9421
696,120800,61.7519
699,121600,56.0862
703,122400,46.5046
706,123200,42.2217
710,124000,18.8756
715,124800,-1.2042
717,125600,19.5757
719,126400,96.7325
721,127200,147.0192
724,128000,62.5132
727,128800,112.4394
729,129600,107.2427
731,130400,164.7282
733,131200,149.6376
735,132000,66.0997
738,132800,105.2141
741,133600,39.2539
744,134400,26.3236
749,135200,-59.9682
752,136000,-78.8558
756,136800,-41.3884
759,137600,62.4884
763,138400,-38.2102
767,139200,6.6975
770,140000,62.5911
773,140800,37.3112
776,141600,93.9305
779,142400,54.7697
781,143200,163.7095
783,144000,52.6844
787,144800,50.7936
790,145600,95.2943
792,146400,53.7478
796,147200,51.8268
798,148000,137.1066
800,148800,162.8513
802,149600,59.7215
805,150400,78.1327
807,151200,98.4512
810,152000,112.1257
812,152800,155.236
814,153600,137.6229
816,154400,63.2951
818,155200,-107.34
822,156000,64.7858
825,156800,64.7034
830,157600,15.813
833,158400,71.4927
837,159200,49.2865
841,160000,-4.902
843,160800,98.3113
846,161600,120.4154
848,162400,61.6225
850,163200,158.7355
853,164000,108.5677
855,164800,149.8311
857,165600,137.9541
859,166400,110.215
861,167200,100.9261
863,168000,41.2724
865,168800,140.4464
867,169600,114.291
869,170400,109.7209
872,171200,121.0456
874,172000,154.9341
876,172800,137.3647
878,173600,148.7383
880,174400,151.8187
882,175200,165.7898
884,176000,142.2076
886,176800,134.7568
888,177600,118.8065
890,178400,83.8674
892,179200,68.9109
894,180000,147.403
896,180800,107.2312
899,181600,-58.1527
901,182400,121.6422
905,183200,35.2938
908,184000,60.9254
910,184800,125.327
913,185600,32.396
915,186400,81.2819
918,187200,21.5215
924,188000,1.4833
927,188800,91.5935
930,189600,49.1008
933,190400,72.5711
937,191200,26.4185
939,192000,56.5965
942,192800,30.1043
946,193600,-0.1679
948,194400,104.782
951,195200,63.1542
953,196000,76.4884
955,196800,149.8145
958,197600,147.8118
960,198400,-35.4195
963,199200,13.0786
966,200000,-60.5379
968,200800,131.218
970,201600,124.6558
973,202400,-54.515
976,203200,122.8035
978,204000,71.1939
983,204800,83.9938
985,205600,124.6156
988,206400,99.4752
991,207200,72.2575
993,208000,202.3093
997,208800,5.5312
999,209600,130.1476
1001,210400,78.0591
1004,211200,42.5653
1008,212000,68.4364
1010,212800,88.1892
1014,213600,82.0002
1021,214400,-77.5343
1023,215200,-52.7256
1026,216000,-105.3649
1028,216800,85.8423
1030,217600,172.7994
1032,218400,141.4438
1035,219200,-78.9533
1037,220000,77.586
1040,220800,81.5417
1044,221600,-84.2708
1046,222400,172.5095
1049,223200,16.9556
1052,224000,38.7315
1054,224800,8.8309
1058,225600,58.8175
1061,226400,-7.1945
1063,227200,170.5921
1066,228000,96.9854
1068,228800,111.2603
1071,229600,-13.035
1073,230400,139.9486
1076,231200,33.4311
1079,232000,-12.2199
1082,232800,73.2968
1084,233600,0.6624
1086,234400,136.2229
1089,235200,72.2124
1092,236000,-19.411
1094,236800,102.5136
1097,237600,0.6198
1099,238400,101.9564
1101,239200,113.1431
1103,240000,93.4667
1106,240800,64.5429
1108,241600,146.3707
1112,242400,128.47
1115,243200,129.9474
1119,244000,-10.3745
1124,244800,59.9228
1127,245600,30.884
1130,246400,119.8201
1134,247200,62.4352
1137,248000,182.7413
1142,248800,56.4604
1145,249600,157.2397
1149,250400,186.3793
1152,251200,30.0195
1156,252000,-35.9686
1158,252800,136.9776
1160,253600,187.5241
1162,254400,53.1681
1166,255200,4.6465
1170,256000,93.5401
1175,256800,0.4594
1178,257600,-9.7884
1180,258400,-16.0533
1182,259200,117.961
1185,260000,30.985
1189,260800,14.1161
1194,261600,42.5937
1197,262400,9.9218
1200,263200,-0.2137
1202,264000,160.8785
1205,264800,51.1787
1208,265600,56.8098
1211,266400,14.6492
1214,267200,-15.6283
1216,268000,143.4983
1219,268800,111.9822
1221,269600,41.4187
1224,270400,-101.9119
1227,271200,-101.3828
1230,272000,-132.6546
1233,272800,4.9648
1237,273600,10.7664
1241,274400,-29.1598
1243,275200,-13.3395
1246,276000,26.1068
1250,276800,27.1308
1253,277600,76.5653
1256,278400,3.2477
1258,279200,-24.2713
1261,280000,50.9897
1264,280800,52.3206
1267,281600,58.7034
1270,282400,16.3507
1272,283200,-36.6959
1275,284000,8.8748
1278,284800,16.249
1281,285600,51.5057
1283,286400,134.6325
1286,287200,50.101
1289,288000,35.8816
1291,288800,134.6895
1295,289600,-18.1154
1297,290400,118.5842
1299,291200,75.8214
1302,292000,80.7421
1306,292800,100.2636
1309,293600,41.4184
1313,294400,38.7236
1315,295200,17.1401
1318,296000,34.0636
1321,296800,29.9482
1325,297600,33.276
1328,298400,-100.6983
1331,299200,-9.0991
1336,300000,-78.0057
1338,300800,148.7102
1342,301600,-37.2232
1344,302400,104.229
1348,303200,-41.8167
1351,304000,45.9888
1353,304800,98.5432
1356,305600,99.0502
1359,306400,203.332
1364,307200,2.4679
1367,308000,100.173
1372,308800,17.7774
1375,309600,154.8691
1377,310400,206.4941
1380,311200,26.4611
1384,312000,-27.6774
1387,312800,-45.7306
1390,313600,107.7677
1392,314400,90.9303
1396,315200,60.8417
1398,316000,123.1238
1403,316800,-100.2969
1405,317600,130.7946
1410,318400,-13.8925
1414,319200,-21.6382
1418,320000,-6.194
1420,320800,148.8592
1422,321600,-39.2811
1425,322400,36.7428
1427,323200,2.5839
1431,324000,41.5647
1434,324800,75.8191
1436,325600,70.5682
1439,326400,45.6061
1443,327200,-18.2453
1446,328000,-111.9117
1449,328800,-100.3229
1453,329600,-23.8642
1457,330400,11.4535
1461,331200,42.6853
1463,332000,153.8434
1466,332800,14.6559
1469,333600,-21.9338
1472,334400,14.2469
1475,335200,36.8014
1479,336000,19.7781
1483,336800,-18.5158
1487,337600,-28.5015
1490,338400,40.7228
1493,339200,-109.9857
1496,340000,31.003
1498,340800,-98.4816
1500,341600,-38.9183
1503,342400,9.6023
1505,343200,-133.9195
1509,344000,70.8769
1512,344800,-55.9434
1516,345600,-2.0632
1520,346400,13.4235
1524,347200,-29.7067
1526,348000,-7.4117
1532,348800,-4.0556
1538,349600,-79.3833
1543,350400,-13.1519
1548,351200,-80.3603
1553,352000,-3.2864
1557,352800,35.5426
1559,353600,36.3482
1563,354400,48.3753
1567,355200,-27.7832
1573,356000,-39.7477
1579,356800,-63.2172
1582,357600,4.0863
1588,358400,-36.2543
1591,359200,100.4521
1596,360000,13.0051
1600,360800,-50.0386
1603,361600,76.1436
1607,362400,-47.4724
1612,363200,-27.1388
1616,364000,43.6271
1621,364800,15.8583
1625,365600,-7.8402
1631,366400,-51.6276
1634,367200,37.0731
1640,368000,-48.3359
1645,368800,-92.5005
1650,369600,-56.0755
1653,370400,81.7772
1659,371200,0.2927
1664,372000,-42.6078
1670,372800,-62.1071
1673,373600,34.7609
1676,374400,92.9622
1679,375200,93.7825
1683,376000,-44.6145
1686,376800,-28.3343
1691,377600,20.3233
1695,378400,-3.5724
1699,379200,-8.3673
1703,380000,-9.9782
1707,380800,29.2506
1711,381600,10.0585
1715,382400,35.6008
1721,383200,8.3035
1726,384000,-1.5876
1730,384800,37.007
1733,385600,23.4871
1738,386400,18.5445
1740,387200,-116.2918
1745,388000,31.0448
1748,388800,44.4937
1751,389600,50.4476
1754,390400,56.9348
1758,391200,21.1677
1761,392000,90.1141
1765,392800,-17.2074
1767,393600,138.6346
1769,394400,71.3515
1774,395200,42.7639
1777,396000,-27.9486
1781,396800,-0.2547
1783,397600,-39.4372
1785,398400,63.0834
1791,399200,24.7624
1794,400000,-62.9037
1797,400800,46.2556
1799,401600,55.5523
1805,402400,-3.4388
1807,403200,94.1174
1810,404000,-20.1217
1812,404800,90.1755
1815,405600,-86.8806
1818,406400,-14.7889
1822,407200,8.2156
1826,408000,-14.0783
1829,408800,-19.9391
1832,409600,52.2648
1835,410400,8.407
1837,411200,-81.6992
1841,412000,41.1684
1843,412800,-27.4102
1850,413600,-24.3456
1853,414400,26.6732
1859,415200,-51.8499
1863,416000,9.3046
1868,416800,4.6768
1870,417600,119.2013
1874,418400,-25.337
1878,419200,40.6132
1881,420000,56.3002
1884,420800,68.0464
1888,421600,0.6502
1893,422400,-69.4786
1897,423200,20.4302
1904,424000,-29.6512
1910,424800,-16.8553
1913,425600,-4.2514
1917,426400,-8.2406
1924,427200,-16.7541
1929,428000,5.9777
1934,428800,-4.8101
1940,429600,-31.0839
1944,430400,-53.841
1950,431200,-20.6756
