episode,timestep,reward
7,600,-206.2296
13,1200,-158.5644
20,1800,-146.0144
27,2400,-187.4575
33,3000,-229.8436
39,3600,-222.9059
44,4200,-124.8073
50,4800,-242.5738
57,5400,-151.3469
64,6000,-126.3005
71,6600,-173.0266
77,7200,-111.995
83,7800,-137.6508
90,8400,-101.6927
96,9000,-138.6166
104,9600,-83.5981
110,10200,-156.1299
117,10800,-107.9553
124,11400,-92.4449
130,12000,-84.4905
136,12600,-100.3667
142,13200,-112.8186
148,13800,-61.2141
153,14400,-48.4755
159,15000,-125.6613
165,15600,-81.8772
172,16200,-68.2546
179,16800,-75.92
184,17400,-67.2181
190,18000,-58.3903
195,18600,-97.5393
200,19200,-55.1717
206,19800,-38.458
212,20400,-42.1602
216,21000,-60.9117
220,21600,-23.318
223,22200,-26.0998
226,22800,-73.1362
229,23400,47.6515
232,24000,-3.1342
234,24600,110.3599
238,25200,-63.7186
242,25800,-33.8574
246,26400,-15.0256
249,27000,-10.3304
252,27600,-25.0149
254,28200,53.546
257,28800,-54.8727
260,29400,-0.8526
263,30000,-73.116
266,30600,-30.1113
270,31200,-9.7775
272,31800,-26.1625
275,32400,53.8038
278,33000,26.1157
280,33600,-194.827
284,34200,-17.3655
287,34800,27.5889
289,35400,103.5133
292,36000,-85.2395
295,36600,-34.6552
299,37200,16.3391
304,37800,0.1881
309,38400,-3.3781
312,39000,2.6085
316,39600,46.0395
318,40200,-37.3664
321,40800,4.5384
323,41400,38.5837
325,42000,-86.4435
328,42600,49.7431
330,43200,58.5687
332,43800,81.8847
336,44400,11.5666
340,45000,-19.2178
343,45600,38.6361
345,46200,94.3338
347,46800,54.886
350,47400,70.8905
352,48000,47.5358
354,48600,92.4291
357,49200,33.734
359,49800,130.2306
363,50400,36.0405
366,51000,27.2151
369,51600,44.9781
371,52200,101.72
374,52800,14.3261
376,53400,64.9244
378,54000,99.8391
380,54600,113.4787
382,55200,109.9316
384,55800,92.3149
386,56400,107.1211
388,57000,41.7534
391,57600,73.851
394,58200,18.9071
397,58800,65.4287
399,59400,137.0349
402,60000,-2.6767
405,60600,63.7671
407,61200,136.8127
409,61800,117.5017
411,62400,127.1237
413,63000,111.2795
415,63600,72.3696
418,64200,56.6939
420,64800,74.0285
422,65400,67.0642
424,66000,87.6735
427,66600,96.5014
429,67200,30.565
433,67800,84.9775
435,68400,85.9325
437,69000,92.9808
440,69600,67.9697
442,70200,95.977
444,70800,65.8773
446,71400,30.941
448,72000,20.9527
450,72600,31.2917
452,73200,29.9727
454,73800,83.4068
456,74400,103.5681
458,75000,68.5319
460,75600,-94.1849
462,76200,74.5705
464,76800,73.6072
467,77400,30.2567
469,78000,-14.1807
471,78600,90.161
473,79200,92.6376
475,79800,94.9854
477,80400,124.2232
479,81000,101.4738
481,81600,96.3888
483,82200,54.7216
485,82800,45.6551
487,83400,99.3374
